lang,path,title,description
ja,/photographers/evans.html,ウォーカー・エヴァンス | FSAとアメリカ・ドキュメンタリー | 写真の座標,ウォーカー・エヴァンスはFSAで農村の貧困を記録しながら、政策宣伝から距離を取り、アメリカの表面を冷静に読むドキュメンタリー写真を確立した。『Let Us Now Praise Famous Men』や地下鉄肖像で、写真を社会記録と批評的観察の両方へ押し広げた。
ja,/photographers/cartierbresson.html,アンリ・カルティエ＝ブレッソン | 決定的瞬間と写真の構成 | 写真の座標,アンリ・カルティエ＝ブレッソンはシュルレアリスムの感覚とライカによる即応性を結びつけ、現実の一瞬に形態、身振り、意味が重なる「決定的瞬間」を写真の方法として確立した。マグナム創設にも関わり、20世紀フォトジャーナリズムの基準を作った。
ja,/photographers/capa.html,ロバート・キャパ｜戦争写真とフォトジャーナリズム｜写真の座標,美術館・アーカイブ資料を手がかりに、ロバート・キャパの戦争写真、フォトジャーナリズムを読み解く写真史解説。
ja,/photographers/domon.html,土門拳｜社会ドキュメンタリーとリアリズム写真｜写真の座標,美術館・アーカイブ資料を手がかりに、土門拳の社会ドキュメンタリー、リアリズム写真、日本写真、日本リアリズム写真を読み解く写真史解説。
ja,/photographers/eugenesmith.html,W・ユージン・スミス｜水俣・フォトエッセイ・写真史｜写真の座標,W・ユージン・スミスの写真を、水俣、LIFE誌のフォト・エッセイ、ピッツバーグ、ニューヨーク・ロフト期から写真史的に解説します。
ja,/photographers/robertfrank.html,ロバート・フランク | 『The Americans』と戦後アメリカ | 写真の座標,ロバート・フランクは移民の視点から戦後アメリカを横断し、『The Americans』で国旗、車、食堂、人種差別、孤独を粗い粒子と傾いた構図で写した。明朗な報道写真に対抗し、主観的で不穏なアメリカ写真の基準を作った。
ja,/photographers/williamklein.html,ウィリアム・クライン｜ストリート写真とアメリカ写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ウィリアム・クラインのストリート写真、アメリカ写真、フォトジャーナリズムを読み解く写真史解説。
ja,/photographers/araki.html,荒木経惟｜私写真と日本写真｜写真の座標,美術館・アーカイブ資料を手がかりに、荒木経惟の私写真、日本写真を読み解く写真史解説。
ja,/photographers/tomatsu.html,東松照明｜日本写真と社会ドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、東松照明の日本写真、社会ドキュメンタリー、戦後日本写真を読み解く写真史解説。
ja,/photographers/winogrand.html,ゲリー・ウィノグランド｜ストリート写真とアメリカ写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ゲリー・ウィノグランドのストリート写真、アメリカ写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/friedlander.html,リー・フリードランダー｜ストリート写真とアメリカ写真｜写真の座標,美術館・アーカイブ資料を手がかりに、リー・フリードランダーのストリート写真、アメリカ写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/arbus.html,ダイアン・アーバス｜ドキュメンタリーとポートレート｜写真の座標,美術館・アーカイブ資料を手がかりに、ダイアン・アーバスのドキュメンタリー、ポートレート、社会ドキュメンタリーを読み解く写真史解説。
ja,/photographers/moriyama.html,森山大道｜プロヴォークとアレ・ブレ・ボケ｜写真の座標,美術館・アーカイブ資料を手がかりに、森山大道のプロヴォーク、アレ・ブレ・ボケ、写真集、都市写真、戦後日本写真を読み解く写真史解説。
ja,/photographers/sherman.html,シンディ・シャーマン | 演出写真・ピクチャーズ世代 | 写真の座標,自らを映画・広告・美術史の人物像に変え、写真がいかに女性像を演出するかを問い続けた作家。『Untitled Film Stills』を軸に、ピクチャーズ世代・フェミニズム写真・演出写真との関わりを解説する。
ja,/photographers/mapplethorpe.html,ロバート・メイプルソープ｜コンセプチュアルとポートレート｜写真の座標,美術館・アーカイブ資料を手がかりに、ロバート・メイプルソープのコンセプチュアル、ポートレートを読み解く写真史解説。
ja,/photographers/kruger.html,バーバラ・クルーガー｜ピクチャーズ世代とコンセプチュアル｜写真の座標,美術館・アーカイブ資料を手がかりに、バーバラ・クルーガーのピクチャーズ世代、コンセプチュアル、フェミニズム写真を読み解く写真史解説。
ja,/photographers/eggleston.html,ウィリアム・エグルストン｜カラー写真とアメリカ写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ウィリアム・エグルストンのカラー写真、アメリカ写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/goldin.html,ナン・ゴールディン｜ドキュメンタリーとプライベート写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ナン・ゴールディンのドキュメンタリー、プライベート写真、LGBTQ+を読み解く写真史解説。
ja,/photographers/wall.html,ジェフ・ウォール｜シネマトグラフィック写真とステージド写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ジェフ・ウォールのシネマトグラフィック写真、ステージド写真、コンセプチュアルアートを読み解く写真史解説。
ja,/photographers/gursky.html,アンドレアス・グルスキー｜デュッセルドルフ派と大判カラー写真｜写真の座標,美術館・アーカイブ資料を手がかりに、アンドレアス・グルスキーのデュッセルドルフ派、大判カラー写真、コンセプチュアルアートを読み解く写真史解説。
ja,/photographers/salgado.html,セバスチャン・サルガド｜ドキュメンタリーと社会的写真｜写真の座標,美術館・アーカイブ資料を手がかりに、セバスチャン・サルガドのドキュメンタリー、社会的写真、環境写真、人道写真を読み解く写真史解説。
ja,/photographers/parr.html,マーティン・パー｜ドキュメンタリーとニューカラー｜写真の座標,美術館・アーカイブ資料を手がかりに、マーティン・パーのドキュメンタリー、ニューカラー、イギリス写真を読み解く写真史解説。
ja,/photographers/becher.html,ベルント＆ヒラ・ベッヒャー｜タイポロジー写真とコンセプチュアルアート｜写真の座標,美術館・アーカイブ資料を手がかりに、ベルント＆ヒラ・ベッヒャーのタイポロジー写真、コンセプチュアルアート、デュッセルドルフ派を読み解く写真史解説。
ja,/photographers/nicephore-niepce.html,ニセフォール・ニエプス｜世界最古の写真とヘリオグラフィー｜写真の座標,ニセフォール・ニエプスを、世界最古の写真《ル・グラの窓からの眺め》、ヘリオグラフィー、写真の発明史から解説。
ja,/photographers/alexander-gardner.html,アレクサンダー・ガードナー｜南北戦争写真と記録の倫理｜写真の座標,アレクサンダー・ガードナーを、南北戦争写真、『戦争写真スケッチブック』、アンティータム、リンカーン暗殺後の記録から解説。
ja,/photographers/timothy-osullivan.html,ティモシー・オサリヴァン｜南北戦争写真と西部測量写真｜写真の座標,ティモシー・オサリヴァンを、南北戦争写真、ゲティスバーグ、西部測量写真、ニュー・トポグラフィクスへの接続から解説。
ja,/photographers/lee-miller.html,リー・ミラー | 写真史 | 写真の座標,暗室実験からVogueの戦時写真、第二次大戦の前線報道まで横断したアメリカの写真家。ソラリゼーション技法、戦時下の女性の表現、ダッハウ解放後の記録、マン・レイとの関係の再評価をたどる。
ja,/photographers/george-rodger.html,ジョージ・ロジャー｜戦争写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、ジョージ・ロジャーの戦争写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/william-vandivert.html,ウィリアム・ヴァンディヴァート｜戦争写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、ウィリアム・ヴァンディヴァートの戦争写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/takeji-iwamiya.html,岩宮武二｜日本写真と1950 — 1960s｜写真の座標,美術館・アーカイブ資料を手がかりに、岩宮武二の日本写真、1950 — 1960sを読み解く写真史解説。
ja,/photographers/kikuji-kawada.html,川田喜久治｜日本写真と1950 — 1960s｜写真の座標,美術館・アーカイブ資料を手がかりに、川田喜久治の日本写真、1950 — 1960sを読み解く写真史解説。
ja,/photographers/masahisa-fukase.html,深瀬昌久｜日本写真と私写真｜写真の座標,美術館・アーカイブ資料を手がかりに、深瀬昌久の日本写真、私写真を読み解く写真史解説。
ja,/photographers/philip-jones-griffiths.html,フィリップ・ジョーンズ・グリフィス｜戦争写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、フィリップ・ジョーンズ・グリフィスの戦争写真、ドキュメンタリー、イギリス写真を読み解く写真史解説。
ja,/photographers/don-mccullin.html,ドン・マクリン｜戦争写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、ドン・マクリンの戦争写真、ドキュメンタリー、イギリス写真を読み解く写真史解説。
ja,/photographers/chris-killip.html,クリス・キリップ｜ドキュメンタリーとイギリス写真｜写真の座標,美術館・アーカイブ資料を手がかりに、クリス・キリップのドキュメンタリー、イギリス写真を読み解く写真史解説。
ja,/photographers/irving-penn.html,アーヴィング・ペン｜モダニズムとストレート写真｜写真の座標,美術館・アーカイブ資料を手がかりに、アーヴィング・ペンのモダニズム、ストレート写真、タイポロジー写真を読み解く写真史解説。
ja,/photographers/richard-avedon.html,リチャード・アヴェドン｜フォトジャーナリズムとドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、リチャード・アヴェドンのフォトジャーナリズム、ドキュメンタリー、ステージド写真を読み解く写真史解説。
ja,/photographers/ernest-cole.html,アーネスト・コール｜フォトジャーナリズムと社会ドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、アーネスト・コールのフォトジャーナリズム、社会ドキュメンタリー、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/tokuko-ushioda.html,潮田登久子｜日本写真と私写真｜写真の座標,美術館・アーカイブ資料を手がかりに、潮田登久子の日本写真、私写真、タイポロジー写真を読み解く写真史解説。
ja,/photographers/pieter-hugo.html,ピーター・ヒューゴ｜ポートレートと社会的写真｜写真の座標,美術館・アーカイブ資料を手がかりに、ピーター・ヒューゴのポートレート、社会的写真、コンセプチュアルアートを読み解く写真史解説。
ja,/photographers/michio-hoshino.html,星野道夫｜日本写真と環境写真｜写真の座標,美術館・アーカイブ資料を手がかりに、星野道夫の日本写真、環境写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/annie-leibovitz.html,アニー・リーボヴィッツ｜雑誌ページと公共的イメージの肖像写真｜写真の座標,アニー・リーボヴィッツを、Rolling Stone、Vanity Fair、Vogue、ジョン・レノン、デミ・ムーア、Women、Wonderlandから読み解く写真史解説。
ja,/photographers/david-octavius-hill.html,デイヴィッド・オクタヴィアス・ヒル｜ヒル＆アダムソンとカロタイプ｜写真の座標,デイヴィッド・オクタヴィアス・ヒルを、ロバート・アダムソンとの協働、カロタイプ、ニューヘブン連作から解説。
ja,/photographers/robert-adamson.html,ロバート・アダムソン｜ヒル＆アダムソンのカロタイプ写真｜写真の座標,ロバート・アダムソンを、ヒルとの協働、カロタイプ技術、ニューヘブンの漁師たち、初期社会記録写真から解説。
ja,/photographers/jp-横山松三郎.html,横山松三郎｜日本写真と写真石版｜写真の座標,美術館・アーカイブ資料を手がかりに、横山松三郎の日本写真、写真石版、明治ドキュメンタリーを読み解く写真史解説。
ja,/photographers/jp-冨重利平.html,冨重利平｜日本写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、冨重利平の日本写真、ドキュメンタリー、肖像写真を読み解く写真史解説。
ja,/photographers/frederick-h-evans.html,フレデリック・H・エヴァンズ | 大聖堂写真と写真芸術運動 | 写真の座標,ゴシック大聖堂をプラチナ印画の階調で写真化したエヴァンズを、Linked Ringと写真芸術運動・精神性・建築空間の光の組織化から解説。写真が記録から芸術的経験へ移行する過程を論じる。
ja,/photographers/jp-冨重徳次.html,冨重徳次｜日本写真と1870 — 1890s｜写真の座標,美術館・アーカイブ資料を手がかりに、冨重徳次の日本写真、1870 — 1890sを読み解く写真史解説。
ja,/photographers/eugene-atget.html,ウジェーヌ・アジェ｜ドキュメンタリーと都市記録｜写真の座標,美術館・アーカイブ資料を手がかりに、ウジェーヌ・アジェのドキュメンタリー、都市記録を読み解く写真史解説。
ja,/photographers/jp-鹿島清兵衛.html,鹿島清兵衛｜日本写真と1890 — 1910s｜写真の座標,美術館・アーカイブ資料を手がかりに、鹿島清兵衛の日本写真、1890 — 1910sを読み解く写真史解説。
ja,/photographers/jp-亀井茲明.html,亀井茲明｜日本写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、亀井茲明の日本写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/lewis-hine.html,ルイス・ハイン｜社会ドキュメンタリーとドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、ルイス・ハインの社会ドキュメンタリー、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/edward-weston.html,エドワード・ウェストン｜ピクトリアリズム全盛・写真分離派・世紀転換期と1890 — 1910s｜写真の座標,美術館・アーカイブ資料を手がかりに、エドワード・ウェストンのピクトリアリズム全盛・写真分離派・世紀転換期、1890 — 1910sを読み解く写真史解説。
ja,/photographers/jacques-henri-lartigue.html,ジャック＝アンリ・ラルティーグ｜プライベート写真と1890 — 1910s｜写真の座標,美術館・アーカイブ資料を手がかりに、ジャック＝アンリ・ラルティーグのプライベート写真、1890 — 1910sを読み解く写真史解説。
ja,/photographers/paul-geniaux.html,ポール・ジェニオー｜ドキュメンタリーと社会ドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、ポール・ジェニオーのドキュメンタリー、社会ドキュメンタリーを読み解く写真史解説。
ja,/photographers/louis-vaire.html,ルイ・ヴェール｜ピクトリアリズム全盛・写真分離派・世紀転換期と1890 — 1910s｜写真の座標,美術館・アーカイブ資料を手がかりに、ルイ・ヴェールのピクトリアリズム全盛・写真分離派・世紀転換期、1890 — 1910sを読み解く写真史解説。
ja,/photographers/jp-屋須弘平.html,屋須弘平｜日本写真と1890 — 1910s｜写真の座標,美術館・アーカイブ資料を手がかりに、屋須弘平の日本写真、1890 — 1910sを読み解く写真史解説。
ja,/photographers/jp-鳥居龍蔵.html,鳥居龍蔵｜日本写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、鳥居龍蔵の日本写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/jp-福原信三.html,福原信三｜日本写真とピクトリアリズム｜写真の座標,美術館・アーカイブ資料を手がかりに、福原信三の日本写真、ピクトリアリズムを読み解く写真史解説。
ja,/photographers/jp-野島康三.html,野島康三｜日本写真とピクトリアリズム｜写真の座標,美術館・アーカイブ資料を手がかりに、野島康三の日本写真、ピクトリアリズム、ポートレートを読み解く写真史解説。
ja,/photographers/alexander-rodchenko.html,アレクサンドル・ロトチェンコ｜モダニズムと新しいヴィジョン｜写真の座標,美術館・アーカイブ資料を手がかりに、アレクサンドル・ロトチェンコのモダニズム、新しいヴィジョンを読み解く写真史解説。
ja,/photographers/andre-kertesz.html,アンドレ・ケルテス｜ストリート写真とドキュメンタリー｜写真の座標,美術館・アーカイブ資料を手がかりに、アンドレ・ケルテスのストリート写真、ドキュメンタリーを読み解く写真史解説。
ja,/photographers/germaine-krull.html,ジェルメーヌ・クリュル｜モダニズムとフォトジャーナリズム｜写真の座標,美術館・アーカイブ資料を手がかりに、ジェルメーヌ・クリュルのモダニズム、フォトジャーナリズムを読み解く写真史解説。
ja,/photographers/jp-中山岩太.html,中山岩太｜日本写真とモダニズム｜写真の座標,美術館・アーカイブ資料を手がかりに、中山岩太の日本写真、モダニズムを読み解く写真史解説。
ja,/photographers/jp-安井仲治.html,安井仲治｜日本写真とピクトリアリズム｜写真の座標,美術館・アーカイブ資料を手がかりに、安井仲治の日本写真、ピクトリアリズム、モダニズムを読み解く写真史解説。
ja,/photographers/charles-sheeler.html,チャールズ・シェラー｜モダニズムとストレート写真｜写真の座標,美術館・アーカイブ資料を手がかりに、チャールズ・シェラーのモダニズム、ストレート写真を読み解く写真史解説。
ja,/photographers/bill-brandt.html,ビル・ブラント｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ビル・ブラントの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/brassai.html,ブラッサイ｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ブラッサイの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/manuel-alvarez-bravo.html,マヌエル・アルバレス・ブラボ｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、マヌエル・アルバレス・ブラボの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/margaret-bourke-white.html,マーガレット・バーク＝ホワイト｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、マーガレット・バーク＝ホワイトの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/robert-doisneau.html,ロベール・ドアノー｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ロベール・ドアノーの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/francois-kollar.html,フランソワ・コラー｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、フランソワ・コラーの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/marcel-bovis.html,マルセル・ボヴィス｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、マルセル・ボヴィスの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jp-植田正治.html,植田正治｜日本写真と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、植田正治の日本写真、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jp-金丸重嶺.html,金丸重嶺｜日本写真と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、金丸重嶺の日本写真、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jp-鈴木八郎.html,鈴木八郎｜日本写真と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、鈴木八郎の日本写真、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jp-長谷川伝次郎.html,長谷川伝次郎｜日本写真と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、長谷川伝次郎の日本写真、1930 — 1940sを読み解く写真史解説。
ja,/photographers/david-seymour.html,デヴィッド・シーモア｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、デヴィッド・シーモアの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/john-vachon.html,ジョン・ヴァション｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ジョン・ヴァションの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/arthur-rothstein.html,アーサー・ロススタイン｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、アーサー・ロススタインの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jack-delano.html,ジャック・デラーノ｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ジャック・デラーノの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/russell-lee.html,ラッセル・リー｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ラッセル・リーの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/ben-shahn.html,ベン・シャーン｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ベン・シャーンの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/ansel-adams.html,アンセル・アダムス | ゾーン・システムとアメリカ西部 | 写真の座標,アンセル・アダムスはヨセミテを中心とするアメリカ西部の風景を、大判カメラとゾーン・システムによる精密なトーン制御で表現した。Group f/64、写真教育、環境保全運動を通じて、風景写真をファインアートと環境意識の領域へ押し上げた。
ja,/photographers/minor-white.html,マイナー・ホワイト｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、マイナー・ホワイトの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/helen-levitt.html,ヘレン・レヴィット｜大恐慌・ファシズム・第二次世界大戦と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、ヘレン・レヴィットの大恐慌・ファシズム・第二次世界大戦、1930 — 1940sを読み解く写真史解説。
ja,/photographers/jp-影山光洋.html,影山光洋｜日本写真と1930 — 1940s｜写真の座標,美術館・アーカイブ資料を手がかりに、影山光洋の日本写真、1930 — 1940sを読み解く写真史解説。
ja,/photographers/louis-faurer.html,ルイス・フォーラー｜戦後・冷戦・公民権運動と1950 — 1960s｜写真の座標,美術館・アーカイブ資料を手がかりに、ルイス・フォーラーの戦後・冷戦・公民権運動、1950 — 1960sを読み解く写真史解説。
ja,/photographers/izis.html,イジス｜戦後・冷戦・公民権運動と1950 — 1960s｜写真の座標,美術館・アーカイブ資料を手がかりに、イジスの戦後・冷戦・公民権運動、1950 — 1960sを読み解く写真史解説。
ja,/photographers/dorothy-bohm.html,ドロシー・ボーム｜戦後・冷戦・公民権運動と1950 — 1960s｜写真の座標,美術館・アーカイブ資料を手がかりに、ドロシー・ボームの戦後・冷戦・公民権運動、1950 — 1960sを読み解く写真史解説。
