path,lang,title,description,canonical
countries/kenya-united-states.html,ja,ケニア / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ケニア / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/kenya-united-states.html
countries/lebanon-united-states.html,ja,レバノン / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,レバノン / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/lebanon-united-states.html
countries/lithuania-france.html,ja,リトアニア / フランス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,リトアニア / フランスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/lithuania-france.html
countries/lithuania-united-kingdom.html,ja,リトアニア / イギリス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,リトアニア / イギリスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/lithuania-united-kingdom.html
countries/lithuania-united-states.html,ja,リトアニア / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,リトアニア / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/lithuania-united-states.html
countries/luxembourg-united-states.html,ja,ルクセンブルク / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ルクセンブルク / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/luxembourg-united-states.html
countries/mali.html,ja,マリ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,マリの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/mali.html
countries/mexico-switzerland.html,ja,メキシコ / スイス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,メキシコ / スイスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/mexico-switzerland.html
countries/mexico.html,ja,メキシコ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,メキシコの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/mexico.html
countries/morocco-france.html,ja,モロッコ / フランス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,モロッコ / フランスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/morocco-france.html
countries/netherlands.html,ja,オランダ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,オランダの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/netherlands.html
countries/nigeria-united-kingdom.html,ja,ナイジェリア / イギリス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ナイジェリア / イギリスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/nigeria-united-kingdom.html
countries/north-macedonia.html,ja,北マケドニア｜写真家｜写真史｜写真の座標｜Eyes Cosmos,北マケドニアの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/north-macedonia.html
countries/norway.html,ja,ノルウェー｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ノルウェーの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/norway.html
countries/poland-united-states.html,ja,ポーランド / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ポーランド / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/poland-united-states.html
countries/poland.html,ja,ポーランド｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ポーランドの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/poland.html
countries/romania.html,ja,ルーマニア｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ルーマニアの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/romania.html
countries/russia.html,ja,ロシア｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ロシアの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/russia.html
countries/slovakia-france.html,ja,スロバキア / フランス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,スロバキア / フランスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/slovakia-france.html
countries/south-africa-united-kingdom.html,ja,南アフリカ / イギリス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,南アフリカ / イギリスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/south-africa-united-kingdom.html
countries/south-africa.html,ja,南アフリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,南アフリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/south-africa.html
countries/south-korea-united-states.html,ja,韓国 / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,韓国 / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/south-korea-united-states.html
countries/south-korea.html,ja,韓国｜写真家｜写真史｜写真の座標｜Eyes Cosmos,韓国の写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/south-korea.html
countries/spain.html,ja,スペイン｜写真家｜写真史｜写真の座標｜Eyes Cosmos,スペインの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/spain.html
countries/sweden.html,ja,スウェーデン｜写真家｜写真史｜写真の座標｜Eyes Cosmos,スウェーデンの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/sweden.html
countries/switzerland-germany.html,ja,スイス / ドイツ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,スイス / ドイツの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/switzerland-germany.html
countries/switzerland.html,ja,スイス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,スイスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/switzerland.html
countries/ukraine-united-states.html,ja,ウクライナ / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ウクライナ / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/ukraine-united-states.html
countries/ukraine.html,ja,ウクライナ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ウクライナの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/ukraine.html
countries/united-kingdom-united-states.html,ja,イギリス / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,イギリス / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/united-kingdom-united-states.html
countries/united-kingdom.html,ja,イギリス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,イギリスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/united-kingdom.html
countries/united-states-france.html,ja,アメリカ / フランス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,アメリカ / フランスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/united-states-france.html
countries/united-states-united-kingdom.html,ja,アメリカ / イギリス｜写真家｜写真史｜写真の座標｜Eyes Cosmos,アメリカ / イギリスの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/united-states-united-kingdom.html
countries/united-states.html,ja,アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/united-states.html
countries/venezuela.html,ja,ベネズエラ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ベネズエラの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/venezuela.html
countries/vietnam-united-states.html,ja,ベトナム / アメリカ｜写真家｜写真史｜写真の座標｜Eyes Cosmos,ベトナム / アメリカの写真家を一覧できる写真史ページです。写真の座標で、写真家、関連運動、時代の流れをまとめてたどれます。,https://eyescosmos.github.io/countries/vietnam-united-states.html
en/archive.html,true,"Photo Coordinates Archive | History of Photography by Era, Country and Movement","Browse Photo Coordinates by era, country, movement, and photographer to trace the history of photography from 1839 to the present.",https://eyescosmos.github.io/en/archive.html
en/countries/albania.html,en,Albania Photography and Photographers | Photo Coordinates,"Browse photographers connected to Albania, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/albania.html
en/countries/argentina-spain.html,en,Argentina / Spain Photography and Photographers | Photo Coordinates,"Browse photographers connected to Argentina / Spain, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/argentina-spain.html
en/countries/australia.html,en,Australia Photography and Photographers | Photo Coordinates,"Browse photographers connected to Australia, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/australia.html
en/countries/austria-canada.html,en,Austria / Canada Photography and Photographers | Photo Coordinates,"Browse photographers connected to Austria / Canada, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/austria-canada.html
en/countries/austria.html,en,Austria Photography and Photographers | Photo Coordinates,"Browse photographers connected to Austria, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/austria.html
en/countries/belgium.html,en,Belgium Photography and Photographers | Photo Coordinates,"Browse photographers connected to Belgium, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/belgium.html
en/countries/brazil.html,en,Brazil Photography and Photographers | Photo Coordinates,"Browse photographers connected to Brazil, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/brazil.html
en/countries/canada-united-states.html,en,Canada / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Canada / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/canada-united-states.html
en/countries/canada.html,en,Canada Photography and Photographers | Photo Coordinates,"Browse photographers connected to Canada, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/canada.html
en/countries/china.html,en,China Photography and Photographers | Photo Coordinates,"Browse photographers connected to China, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/china.html
en/countries/czech-republic.html,en,Czech Republic Photography and Photographers | Photo Coordinates,"Browse photographers connected to Czech Republic, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/czech-republic.html
en/countries/denmark-united-states.html,en,Denmark / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Denmark / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/denmark-united-states.html
en/countries/denmark.html,en,Denmark Photography and Photographers | Photo Coordinates,"Browse photographers connected to Denmark, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/denmark.html
en/countries/finland.html,en,Finland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Finland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/finland.html
en/countries/france.html,en,France Photography and Photographers | Photo Coordinates,"Browse photographers connected to France, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/france.html
en/countries/germany-brazil.html,en,Germany / Brazil Photography and Photographers | Photo Coordinates,"Browse photographers connected to Germany / Brazil, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/germany-brazil.html
en/countries/germany-united-kingdom.html,en,Germany / United Kingdom Photography and Photographers | Photo Coordinates,"Browse photographers connected to Germany / United Kingdom, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/germany-united-kingdom.html
en/countries/germany.html,en,Germany Photography and Photographers | Photo Coordinates,"Browse photographers connected to Germany, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/germany.html
en/countries/hungary-france.html,en,Hungary / France Photography and Photographers | Photo Coordinates,"Browse photographers connected to Hungary / France, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/hungary-france.html
en/countries/hungary-germany.html,en,Hungary / Germany Photography and Photographers | Photo Coordinates,"Browse photographers connected to Hungary / Germany, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/hungary-germany.html
en/countries/hungary.html,en,Hungary Photography and Photographers | Photo Coordinates,"Browse photographers connected to Hungary, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/hungary.html
en/countries/iran-switzerland.html,en,Iran / Switzerland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Iran / Switzerland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/iran-switzerland.html
en/countries/ireland.html,en,Ireland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Ireland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/ireland.html
en/countries/italy-united-kingdom.html,en,Italy / United Kingdom Photography and Photographers | Photo Coordinates,"Browse photographers connected to Italy / United Kingdom, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/italy-united-kingdom.html
en/countries/italy.html,en,Italy Photography and Photographers | Photo Coordinates,"Browse photographers connected to Italy, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/italy.html
en/countries/japan.html,en,Japan Photography and Photographers | Photo Coordinates,"Browse photographers connected to Japan, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/japan.html
en/countries/kenya-united-states.html,en,Kenya / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Kenya / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/kenya-united-states.html
en/countries/lebanon-united-states.html,en,Lebanon / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Lebanon / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/lebanon-united-states.html
en/countries/lithuania-france.html,en,Lithuania / France Photography and Photographers | Photo Coordinates,"Browse photographers connected to Lithuania / France, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/lithuania-france.html
en/countries/lithuania-united-kingdom.html,en,Lithuania / United Kingdom Photography and Photographers | Photo Coordinates,"Browse photographers connected to Lithuania / United Kingdom, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/lithuania-united-kingdom.html
en/countries/lithuania-united-states.html,en,Lithuania / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Lithuania / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/lithuania-united-states.html
en/countries/luxembourg-united-states.html,en,Luxembourg / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Luxembourg / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/luxembourg-united-states.html
en/countries/mali.html,en,Mali Photography and Photographers | Photo Coordinates,"Browse photographers connected to Mali, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/mali.html
en/countries/mexico-switzerland.html,en,Mexico / Switzerland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Mexico / Switzerland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/mexico-switzerland.html
en/countries/mexico.html,en,Mexico Photography and Photographers | Photo Coordinates,"Browse photographers connected to Mexico, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/mexico.html
en/countries/morocco-france.html,en,Morocco / France Photography and Photographers | Photo Coordinates,"Browse photographers connected to Morocco / France, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/morocco-france.html
en/countries/netherlands.html,en,Netherlands Photography and Photographers | Photo Coordinates,"Browse photographers connected to Netherlands, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/netherlands.html
en/countries/nigeria-united-kingdom.html,en,Nigeria / United Kingdom Photography and Photographers | Photo Coordinates,"Browse photographers connected to Nigeria / United Kingdom, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/nigeria-united-kingdom.html
en/countries/north-macedonia.html,en,North Macedonia Photography and Photographers | Photo Coordinates,"Browse photographers connected to North Macedonia, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/north-macedonia.html
en/countries/norway.html,en,Norway Photography and Photographers | Photo Coordinates,"Browse photographers connected to Norway, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/norway.html
en/countries/poland-united-states.html,en,Poland / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Poland / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/poland-united-states.html
en/countries/poland.html,en,Poland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Poland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/poland.html
en/countries/romania.html,en,Romania Photography and Photographers | Photo Coordinates,"Browse photographers connected to Romania, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/romania.html
en/countries/russia.html,en,Russia Photography and Photographers | Photo Coordinates,"Browse photographers connected to Russia, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/russia.html
en/countries/slovakia-france.html,en,Slovakia / France Photography and Photographers | Photo Coordinates,"Browse photographers connected to Slovakia / France, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/slovakia-france.html
en/countries/south-africa-united-kingdom.html,en,South Africa / United Kingdom Photography and Photographers | Photo Coordinates,"Browse photographers connected to South Africa / United Kingdom, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/south-africa-united-kingdom.html
en/countries/south-africa.html,en,South Africa Photography and Photographers | Photo Coordinates,"Browse photographers connected to South Africa, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/south-africa.html
en/countries/south-korea-united-states.html,en,South Korea / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to South Korea / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/south-korea-united-states.html
en/countries/south-korea.html,en,South Korea Photography and Photographers | Photo Coordinates,"Browse photographers connected to South Korea, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/south-korea.html
en/countries/spain.html,en,Spain Photography and Photographers | Photo Coordinates,"Browse photographers connected to Spain, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/spain.html
en/countries/sweden.html,en,Sweden Photography and Photographers | Photo Coordinates,"Browse photographers connected to Sweden, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/sweden.html
en/countries/switzerland-germany.html,en,Switzerland / Germany Photography and Photographers | Photo Coordinates,"Browse photographers connected to Switzerland / Germany, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/switzerland-germany.html
en/countries/switzerland.html,en,Switzerland Photography and Photographers | Photo Coordinates,"Browse photographers connected to Switzerland, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/switzerland.html
en/countries/ukraine-united-states.html,en,Ukraine / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to Ukraine / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/ukraine-united-states.html
en/countries/ukraine.html,en,Ukraine Photography and Photographers | Photo Coordinates,"Browse photographers connected to Ukraine, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/ukraine.html
en/countries/united-kingdom-united-states.html,en,United Kingdom / United States Photography and Photographers | Photo Coordinates,"Browse photographers connected to United Kingdom / United States, with related eras, movements, and historical context in the history of photography.",https://eyescosmos.github.io/en/countries/united-kingdom-united-states.html
